,X,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,type
1054,17921,1002 Race St,6OTy5-0NdmxgxqCLVuIJaA,"Restaurants, Chinese",Philadelphia,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}",1,39.9552318,-75.1561191,M Kee,19107,232,4,PA,Chinese
2231,39366,5851 S Virginia St,4SEg-Ug9_UJRKsIhIEqDfQ,"Thai, Restaurants",Reno,,0,39.4727596,-119.7880943,Bangkok Cuisine South,89502,232,4,NV,Southeast Asia
2235,39417,7325 E 96th St,29sZgoR7VN_3ck3NF5easg,"Restaurants, Japanese",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-21:0'}",1,39.925682,-86.038113,Izakaya Japanese Bar & Grill,46250,232,4,IN,Japanese
2854,50075,1601 Kings Hwy N,0RmN5d21noHAkiDYL0j5Xw,"American (New), Chinese, Restaurants, Noodles",Cherry Hill,"{'Monday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-20:0'}",1,39.9162198,-75.0070253,Sang Kee Noodle Cafe,8034,232,4,NJ,Chinese
2940,51636,4230 N Oracle Rd,ZNOc9LErlBDtJF3Y7LQtwA,"Food Trucks, Sandwiches, Food, Vegetarian, Restaurants, Vietnamese",Tucson,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",0,32.28327587,-110.9766967,Vina Vietnamese Street Food,85705,232,4,AZ,Southeast Asia
64,995,5085 S McCarran Blvd,m1EGAIfFEN9nG2_bJqnAcQ,"Sushi Bars, Japanese, Restaurants",Reno,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",0,39.4770062,-119.7825078,Sushi Minato,89502,231,4,NV,Japanese
149,2610,1038 Race St,SADPX8WX34EQDj_jqtacMw,"Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan",Philadelphia,"{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:30'}",1,39.9554771,-75.1572987,Bai Wei,19107,231,4,PA,Chinese
215,3651,219 N 11th St,VRnJgj0IvxoksHppE78X2Q,"Dim Sum, Restaurants, Cantonese, Chinese",Philadelphia,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}",1,39.9562631,-75.1570795,Lee How Fook,19107,231,4,PA,Chinese
656,11079,"290 Storke Rd, Ste G",Nq4k3dnfiOMT_UrOL9xO-A,"Restaurants, Mongolian, Chinese",Goleta,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:30'}",0,34.4283517,-119.8690421,Ming Dynasty Restaurant,93117,231,3,CA,Chinese
672,11358,"770 S Meadows Pkwy, Ste 101",g5-CoFqXBZ2SlIYACjwwQw,"Chinese, Dim Sum, Restaurants, Asian Fusion",Reno,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0,39.4383641,-119.7561388,CaiE's Oriental Cafe,89521,231,3,NV,Chinese
1626,27791,142 N 10th St,WltG6PWu0zRTTUpWne3W8w,"Dim Sum, Restaurants, Asian Fusion, Chinese",Philadelphia,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",0,39.954918,-75.156144,Imperial Inn,19107,230,3.5,PA,Chinese
1882,32663,1025 Virginia Ave,CKoWQ50vkEc1TwJXnQK7SA,"Chinese, Restaurants, Asian Fusion, Vegetarian",Indianapolis,"{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:30', 'Saturday': '11:0-21:30'}",0,39.753657,-86.141594,Naisa Pan-Asian Cafe,46203,230,4.5,IN,Chinese
424,6898,9250 Watson Rd,DkePId_VZgMx7skQ7aqMGw,"Sushi Bars, Restaurants, Thai, Japanese",St. Louis,"{'Monday': '0:0-0:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-20:30'}",1,38.5581411,-90.3741244,Z E N Thai & Japanese Cuisine,63126,229,4,MO,Japanese
670,11348,3955 State St,nnn78cplvQGZSMVblpI5gQ,"Chinese, Restaurants",Santa Barbara,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,34.4391031,-119.7526713,Mandarin Palace,93105,229,3,CA,Chinese
1921,33479,2539 Kensington Ave,pDUcsN79bDwhOMBaD_tm-g,"Food, Asian Fusion, Restaurants, Cafes, Vietnamese, Specialty Food",Philadelphia,"{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",0,39.98817,-75.1282,Cafe Pho Ga Thanh Thanh,19125,229,4,PA,Southeast Asia
2068,36218,1228 Washington Ave,onoy4oiOSB-YhAGy1KCJ0A,"Restaurants, Japanese, Sushi Bars",St. Louis,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",0,38.631731,-90.198111,Wasabi Sushi Bar,63103,229,4,MO,Japanese
2271,40030,2511 E Speedway Blvd,E7dj-y6Mt5ESDH8PYlu5WA,"Restaurants, Thai",Tucson,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '16:0-20:0'}",1,32.236433,-110.934757,Bangkok Cafe,85716,229,3,AZ,Southeast Asia
417,6832,938 Arch St,0ak-7uV9Nb7nF_l-mMCysA,"Restaurants, Mexican, Food, Hawaiian, Poke, Japanese",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.9532717,-75.1562016,Oishii Pok??,19107,228,4,PA,Japanese
1437,24769,4938 Prytania St,FzHVtXe8-3fFclRBUI9YdA,"Restaurants, Seafood, Thai, Nightlife, Asian Fusion, Bars",New Orleans,"{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",0,29.924514,-90.108781,La Thai Uptown,70115,228,3.5,LA,Southeast Asia
187,3218,1812 Cliff Dr,kZtl_NJjUnlIQgzFrBhXyQ,"Restaurants, Japanese, Sushi Bars",Santa Barbara,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",1,34.4017849,-119.720842,Ichiban,93109,227,3.5,CA,Japanese
2375,41921,2707 S Virginia St,dvwm1QCryoaj6pyhkLiRQw,"Noodles, Chinese, Seafood, Restaurants",Reno,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:30'}",1,39.49723915,-119.8016893,Chi,89502,227,3.5,NV,Chinese
490,8060,6777 W Overland Rd,byDF67_RYSmIOuQlwAD5KA,"Restaurants, Thai",Boise,"{'Monday': '16:0-21:15', 'Tuesday': '16:0-21:15', 'Wednesday': '16:0-21:15', 'Thursday': '16:0-21:15', 'Friday': '16:0-21:45', 'Saturday': '16:0-21:15'}",1,43.5898219,-116.2661422,Thai Cuisine,83709,225,4.5,ID,Southeast Asia
703,11886,81 Van Buren St,KzMgip1V94YCTsU-H6vtFQ,"Japanese, Restaurants, Sushi Bars, Asian Fusion",Nashville,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,36.181779,-86.7850496,O-Ku Nashville,37208,225,4.5,TN,Japanese
2353,41501,875 E Bloomingdale Ave,h8orJ40GJZU2uxJTxLLp7g,"Restaurants, Desserts, Food, Noodles, Thai",Brandon,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '16:0-21:30'}",1,27.8916011,-82.2725105,Thai Chilli Pepper,33511,225,4.5,FL,Southeast Asia
2849,50030,148 S Illinois St,6eTNFT9_gehIYjIkDQBPag,"Japanese, Restaurants",Indianapolis,"{'Monday': '15:30-22:30', 'Tuesday': '15:30-22:30', 'Wednesday': '15:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:30', 'Saturday': '12:0-23:30', 'Sunday': '12:0-22:0'}",1,39.7643527,-86.1600098,Mikado Japanese,46225,225,3.5,IN,Japanese
486,8038,29000 US Highway 19 N,vOXoM9W8-CpHbZUiGbL3dw,"Restaurants, Vietnamese",Clearwater,"{'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,28.035875,-82.739051,Pho Queen,33761,224,3.5,FL,Southeast Asia
1565,26741,10722 Big Bend Rd,KV5djUZnuPyWiLViMwjF_A,"Restaurants, Japanese, Asian Fusion, Steakhouses, Sushi Bars",Riverview,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '12:0-22:0'}",1,27.792806,-82.3308825,Sakura Japanese Steak House and Sushi Bar,33579,224,3.5,FL,Japanese
2124,37218,14100 Bustleton Ave,ol5npt2HXo9r3yKa3wBlYQ,"Restaurants, Japanese, Sushi Bars",Philadelphia,"{'Monday': '16:45-21:45', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '16:45-21:45', 'Friday': '16:45-22:45', 'Saturday': '12:30-22:45', 'Sunday': '12:30-21:45'}",1,40.1319562,-75.0122738,Ninja Sushi Hibachi,19116,224,4,PA,Japanese
637,10788,7020 Marketplace Dr,8r_n8JdKQ0gePm2neSkL7A,"Sushi Bars, Restaurants, Japanese",Goleta,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",1,34.429533,-119.872188,Sushi Ai,93117,223,3,CA,Japanese
1610,27482,8433 Oak St,TjXbh5PwgCOFkvbi0_qrmA,"Tapas/Small Plates, Japanese, Restaurants, Sushi Bars",New Orleans,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-22:0'}",0,29.95015282,-90.13285368,Ninja Restaurant,70118,223,3,LA,Japanese
146,2497,3183 S Grand Blvd,_JXfCdMu1TFblbhJ5KT7fw,"Thai, Restaurants",St. Louis,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",0,38.5998426,-90.2429018,Basil Spice Thai Cuisine,63118,222,3,MO,Southeast Asia
1898,33088,1227 Walnut St,NJe5fkia_63rdKXRdJlmkA,"Restaurants, Thai, Vegetarian, Vegan",Philadelphia,"{'Monday': '0:0-0:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}",1,39.9491987,-75.1618495,Chatayee Thai,19107,222,4.5,PA,Southeast Asia
235,4101,1641D Tower Grove Ave,_xWm_EgCq4dGTjo_DmEVWw,"Restaurants, Thai, Pan Asian, Sushi Bars, Japanese, Indonesian, Asian Fusion",St. Louis,"{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",1,38.619379,-90.2560987,Indo,63110,221,4.5,MO,Japanese
456,7640,28775 US-19 N,gTKoJH4BWX67pVu-bRdsmw,"Food, Sushi Bars, Asian Fusion, Steakhouses, Japanese, Restaurants",Clearwater,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,28.033686,-82.737182,Kobe Japanese Steakhouse - Clearwater,33761,221,4,FL,Japanese
2458,43495,6677 Delmar Blvd,CVqpTp3Cmud3rwAuKj15gw,"Coffee & Tea, Restaurants, Chinese, Food",St. Louis,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-23:0'}",1,38.6563945,-90.3078702,St. Louis Bubble Tea,63130,221,3.5,MO,Chinese
2631,46449,3043 Olive St,MWdO8vvXEtswuBM4wOgVzw,"Restaurants, Thai, Sushi Bars, Asian Fusion, Japanese, Korean",St. Louis,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}",1,38.6354292,-90.2234069,Sapporo 2,63103,221,3.5,MO,Japanese
66,1024,"7127 Hollister Ave, Ste 25",ju4YP8SLdR_BmWr_-Xh83Q,"Food, Vietnamese, Restaurants, Bubble Tea",Goleta,"{'Monday': '0:0-0:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",1,34.428242,-119.876408,Phamous Cafe,93117,220,4,CA,Southeast Asia
38,574,1601 E Passyunk Ave,Bw0cpnfI-Y9QmjWzqS-oFg,"Restaurants, Sushi Bars, Desserts, Food, Japanese",Philadelphia,"{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",0,39.929738,-75.1633963,Izumi,19148,219,4,PA,Japanese
894,15124,430 N Park Ave,Hi4AgS-uR-lEOF4oZl546g,"Restaurants, Chinese",Tucson,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,32.227359,-110.9560773,China Pasta House,85719,219,4,AZ,Chinese
657,11090,936 Race St,Wl7iw_u4WeEreF4ZZF1oDw,"Restaurants, Chinese",Philadelphia,"{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:30'}",1,39.9551888,-75.1556212,Szechuan Four Rivers,19107,218,3.5,PA,Chinese
900,15177,807 W Platt St,c7ZxVUJVjEOe9hLhvKGnDA,"Restaurants, Sushi Bars, Izakaya, Tapas/Small Plates, Japanese, Ramen",Tampa,"{'Monday': '0:0-0:0', 'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-21:30', 'Saturday': '17:30-21:30', 'Sunday': '17:30-20:30'}",0,27.9418113,-82.46815875,Noble Rice,33606,218,4,FL,Japanese
1134,19468,19601 Bruce B Downs Blvd,x74H40TDF7lRXk6D3UVYmw,"Restaurants, Asian Fusion, Japanese, Sushi Bars, Steakhouses",Tampa,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:30'}",1,28.15198166,-82.35268414,Kobe Japanese Steakhouse - New Tampa,33647,218,4,FL,Japanese
2028,35338,6810 Gravois Ave,zvcyW3ZtPYWziX7k9tCFBg,"Chicken Wings, Chinese, Restaurants, Asian Fusion",St. Louis,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,38.5708929,-90.2839977,Bo Fung Chinese Kitchen,63116,218,4,MO,Chinese
82,1269,"3122 N Campbell Ave, Ste 100",AEOd0wRdjeLIXb1usSp9hg,"Restaurants, Dim Sum, Chinese, Cantonese, Noodles, Taiwanese, Szechuan",Tucson,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:0'}",1,32.2636803,-110.9431659,Kung Fu Noodle,85719,217,4,AZ,Chinese
418,6834,"3942 Tyrone Blvd N, Ste D",Cz0wdTZMcRhJjhNy9sp0pw,"Sushi Bars, Nightlife, Restaurants, Cocktail Bars, Japanese, Asian Fusion, Bars",St. Petersburg,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:30'}",1,27.807152,-82.7516829,Umami Sushi. Hibachi,33709,217,4.5,FL,Japanese
585,9713,5130 Freret St,ft6I8fOrKQtVdM_trVXk8A,"Restaurants, Sushi Bars, Japanese",New Orleans,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0'}",1,29.9348227,-90.1101383,Origami,70115,217,3.5,LA,Japanese
1402,24305,6534 E Tanque Verde Rd,AUBQPQ8wftMBbP2Q3Lbn0w,"Seafood, Restaurants, Teppanyaki, Japanese, Nightlife, Sushi Bars",Tucson,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",1,32.24547,-110.853369,Sakura,85715,217,2.5,AZ,Japanese
1588,27158,2507 S MacDill Ave,u_OKSYmOEpjhLCD1ZsoEDA,"American (New), Vietnamese, French, Restaurants",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}",1,27.9226374,-82.4939091,Restaurant BT,33629,217,4.5,FL,Southeast Asia
1763,30482,3025 Nolensville Pike,jHrp-GQ2iSKUgHd_dvnWqg,"Restaurants, Street Vendors, Thai, Food, Food Trucks, Asian Fusion, Noodles",Nashville,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,36.10570852,-86.74285601,Degthai,37211,217,4.5,TN,Southeast Asia
1919,33472,1237 S High School Rd,0HwxZ9ngr_2rsnuawVOocg,"Thai, Restaurants",Indianapolis,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,39.74873259,-86.269473,Thai Town Cuisine,46241,217,4.5,IN,Southeast Asia
2095,36705,5680 Nolensville Pike,y9S7znlFxXzN0aUqvPJESA,"Restaurants, Hot Pot, Nightlife, Chinese, Bars, Asian Fusion, Szechuan",Nashville,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:30-21:0'}",1,36.04690664,-86.70994588,Sichuan Hot Pot & Asian Cuisine,37211,217,4,TN,Chinese
2336,41114,780 W Idaho St,AzylMkpWl-OLWQLMKVRoVg,"Restaurants, Vietnamese, Beer, Wine & Spirits, Food, American (Traditional)",Boise,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",1,43.616496,-116.2022303,Pho Nouveau,83702,217,4,ID,Southeast Asia
2683,47364,222 S 15th St,gkrDiCU_sRZKwuBlhEzv6A,"Japanese, Restaurants, Sushi Bars",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '17:0-22:30', 'Saturday': '16:0-21:0', 'Sunday': '16:0-20:30'}",1,39.9488295,-75.1663147,Shiroi Hana,19102,217,4,PA,Japanese
1527,26095,15317 Amberly Dr,Mei_c_5J6XQmaXgpfrmLGQ,"Hot Pot, Restaurants, Shanghainese, Dim Sum, Buffets, Chinese, Szechuan, Asian Fusion",Tampa,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",0,28.0892554,-82.4044118,Fushia Asian Bistro & Hot Pot Buffet,33647,216,4,FL,Chinese
2149,37875,6044 E 82nd St,gyyFZAV39I_FaOUwslHWYw,"Restaurants, Soup, Vietnamese",Indianapolis,"{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}",1,39.90573975,-86.06323217,Pho Tasty,46250,216,4,IN,Southeast Asia
2584,45752,1535 S 11th St,q9WA6PqTLnB78DWPu5YJ5A,"Filipino, American (New), French, Restaurants",Philadelphia,"{'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '15:0-20:30'}",1,39.929905,-75.16294158,Perla,19147,216,4.5,PA,Southeast Asia
854,14456,234 N 9th St,NABcZKRWQF9-rDVt0P0bhw,"Chinese, Restaurants, Seafood, Dim Sum",Philadelphia,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-22:30', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",1,39.95628222,-75.15419,Ocean City,19107,215,3,PA,Chinese
1836,31861,902 Arch St,DRMEopD9Td8OoDk-JWm1Rw,"Noodles, Diners, Restaurants, Chinese, Seafood, Soup",Philadelphia,"{'Monday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",1,39.95341736,-75.15495911,Xi'an Sizzling Woks,19107,215,3.5,PA,Chinese
2890,50871,234-236 N 10th St,wsyVH0sf0ttt6G7JqmP9vg,"Vietnamese, Restaurants",Philadelphia,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-23:0'}",1,39.9565494,-75.1558606,Pho 20,19107,215,4,PA,Southeast Asia
731,12257,3635 Lancaster Ave,yG5tkMER9Ftkv4RDwMaQuA,"Noodles, Chinese, Restaurants, Szechuan, Seafood",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}",1,39.95918401,-75.19457333,Chengdu Famous Food,19104,214,4,PA,Chinese
2814,49532,1206 W 86th St,-5UQGwUZWUhPi5pJlcwEYA,"Seafood, Restaurants, Sushi Bars, Japanese",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '16:30-21:0'}",1,39.913012,-86.180881,Ocean World,46260,214,4,IN,Japanese
198,3366,4530 HardIng Rd,720J1v3TX-J95cdTJbCpKA,"Sushi Bars, Steakhouses, Restaurants, Japanese",Nashville,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:30', 'Sunday': '11:30-22:0'}",1,36.12448766,-86.84880822,Ninki,37205,213,3.5,TN,Japanese
1792,31087,2055 N Dale Mabry Hwy,p3GEHaXJaofrTWyWW1KXLw,"Restaurants, Thai",Tampa,{'Monday': '0:0-0:0'},0,27.96099501,-82.50507534,Thai Terrace,33607,213,4,FL,Southeast Asia
1905,33317,230 E Bearss Ave,RLRTakpA-jtBsurYHjZRRQ,"Restaurants, Vietnamese, Vegan",Tampa,"{'Monday': '12:0-19:0', 'Tuesday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0'}",1,28.0894957,-82.4584569,Trang Viet Cuisine,33613,213,4,FL,Southeast Asia
