,address,business_id,categories,city,hours,latitude,longitude,name,postal_code,review_count,stars,state,OutdoorSeating,BusinessAcceptsCreditCards,RestaurantsPriceRange2,RestaurantsTakeOut,WiFi,ParkingAvailability
238,701 S 7th St,yIIibdtcOnGsjtvgNuBqKA,"Event Planning & Services, Food, Marketing, Professional Services, Venues & Event Spaces, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0', 'Saturday': '8:0-16:0', 'Sunday': '7:30-17:0'}",39.9412553,-75.1539819,Rally,19147,76.0,4.5,PA,1,1,2,1,free,1.0
239,701 S 50th St,T85Ck4uybby0-klUlxF_nw,"Coffee & Tea, Vegan, Vegetarian, Restaurants, Food, Bagels, Wraps",Philadelphia,"{'Monday': '7:0-14:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}",39.9476547,-75.2227069,The Satellite Cafe,19143,158.0,3.5,PA,1,1,1,1,free,1.0
240,518 S 4th St,xBS2bMESuefLuhZMltM_ww,"Coffee & Tea, Food",Philadelphia,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-20:0'}",39.9420925,-75.1492085,Philadelphia Java Company,19147,64.0,4.0,PA,1,0,1,,free,1.0
241,2441 Aspen St,D0uoz1yQR10Knf_N_TCJ9g,"Coffee & Tea, Restaurants, Sandwiches, Bakeries, Cafes, Food",Philadelphia,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.9690246,-75.1781931,Musette,19130,9.0,4.5,PA,1,1,,1,free,
242,1732 W Passyunk Ave,jdx80PbfbXMkUZvhJmdFbQ,"Italian, Restaurants, Food, Coffee & Tea, Sandwiches",Philadelphia,"{'Monday': '7:30-15:30', 'Tuesday': '7:30-15:30', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '7:30-15:30'}",39.9244035,-75.1755284,Cafe Giardino,19145,6.0,5.0,PA,1,0,1,1,free,1.0
243,3421 Walnut St,hc7I_QpCszT3mlIP9uW19w,"Shopping, Food, Coffee & Tea, Restaurants, Breakfast & Brunch, Fashion, Men's Clothing",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.953122,-75.193198,United By Blue,19104,102.0,4.0,PA,0,1,2,1,free,1.0
244,1804 Chestnut St,jEKE_T_iTSCTehiB5K1CvQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-20:0'}",39.951523,-75.170638,Capital Teas,19103,44.0,2.5,PA,0,1,2,1,no,1.0
245,2025 Washington Ave,yqKGAqAh9WIeIKIN6ZNBfw,"Food, Restaurants, Coffee & Tea, Creperies, French",Philadelphia,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",39.9393491288,-75.1773681382,Cafe L'Aube,19146,9.0,4.0,PA,1,1,2,1,free,1.0
246,1119 Locust St,oIr50siZDtDYCE_p5K8nYA,"Breakfast & Brunch, Food, Sandwiches, Salad, Coffee & Tea, Restaurants, Modern European, Cafes",Philadelphia,"{'Monday': '0:0-0:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",39.947791,-75.1603392,Winkel,19107,246.0,4.5,PA,1,1,2,1,free,0.0
247,308 South St,XaBOwJFCe1odBPYdIwCsPg,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-21:0'}",39.9413237,-75.1480395,Dunkin',19147,6.0,2.0,PA,0,1,1,1,free,0.0
248,"8500 Essington Ave, Ste A4",qAtqgUcGrwv6yHatMb2w0Q,"Coffee & Tea, Juice Bars & Smoothies, Food, Bakeries",Philadelphia,,39.895145,-75.228992,Guava & Java,19153,51.0,2.5,PA,0,1,2,1,no,
249,801 Walnut St,Njv2-eMDyGEWEPEOVonwsA,"Belgian, Coffee & Tea, Bakeries, Food, Breakfast & Brunch, Restaurants",Philadelphia,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.948249279,-75.1543794572,Le Pain Quotidien,19107,239.0,3.5,PA,1,1,2,1,free,1.0
250,155 N 9th St,dnxBrWsHasYXofdKVcM1GA,"Food, Tea Rooms, Coffee & Tea, Bakeries",Philadelphia,"{'Monday': '6:0-17:30', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-17:30', 'Thursday': '6:0-17:30', 'Friday': '6:0-17:30', 'Saturday': '6:0-17:30', 'Sunday': '6:0-17:30'}",39.9550089,-75.15416,Greenland Tea House,19107,63.0,4.5,PA,,0,1,1,no,1.0
251,207 S Sydenham St,oqbhVgliVJH-iRa3AnD-3A,"Cafes, Food, Coffee & Tea, Bakeries, Coffee Roasteries, Restaurants",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",39.9493333403,-75.1667326512,Elixr Coffee Roasters,19102,810.0,4.5,PA,,1,1,1,free,1.0
252,4360 Main St,Zl8jd_gzZduzMLN4_vUjLw,"Food, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '6:30-18:30', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30', 'Saturday': '7:30-18:30', 'Sunday': '7:30-18:30'}",40.0255165,-75.2240968,La Colombe,19127,18.0,4.5,PA,1,1,1,,free,1.0
253,"135 S 17th St, Ste A",_05DcCQmCP5aGnfCnI4r9Q,"Food, Coffee & Tea, Financial Advising, Banks & Credit Unions, Internet Cafes, Financial Services, Restaurants, Cafes",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-17:0'}",39.9500535,-75.1689142564,Capital One Café,19103,178.0,4.0,PA,0,1,1,1,free,1.0
254,7911-17 Ogontz Ave,eX1E0J6uh8a3oVazer1_yw,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0729200641,-75.1576564461,McDonald's,19150,31.0,1.5,PA,0,1,1,1,free,1.0
255,8220 West Bartram Ave,foh6hwQxjCs0SeLT5MO1SQ,"Gas Stations, Coffee & Tea, Sandwiches, Automotive, Convenience Stores, Food, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.8912479794,-75.2418897108,Wawa,19153,56.0,3.0,PA,,1,1,1,,1.0
256,9240 State Rd,U4hibwdvk2pACJeo6FaoIA,"Coffee & Tea, Food, Donuts",Philadelphia,"{'Monday': '4:0-21:0', 'Tuesday': '4:0-21:0', 'Wednesday': '4:0-21:0', 'Thursday': '4:0-21:0', 'Friday': '4:0-21:0', 'Saturday': '4:0-20:0', 'Sunday': '4:0-20:0'}",40.0470917,-74.9934078,Dunkin',19114,6.0,2.0,PA,0,1,1,1,free,0.0
257,7001 Roosevelt Blvd,dn7fj6iePzwnvyhtNmiTrg,"Delis, Gas Stations, Food, Coffee & Tea, Sandwiches, Convenience Stores, Restaurants, Automotive",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0594444275,-75.0484237671,Wawa,19149,8.0,2.5,PA,,1,1,1,,1.0
258,4239 Baltimore Ave,Ukkr1N8UApmJsOzbX4XnRA,"Restaurants, Sandwiches, Coffee & Tea, Cafes, Food",Philadelphia,"{'Monday': '6:30-21:30', 'Tuesday': '6:30-21:30', 'Wednesday': '6:30-21:30', 'Thursday': '6:30-21:30', 'Friday': '6:30-21:0', 'Saturday': '7:0-21:0', 'Sunday': '8:0-21:0'}",39.9497994,-75.2090789,The Green Line Cafe,19104,197.0,3.5,PA,1,1,1,1,free,1.0
259,1030 Monument Ave,DzAiKgi0HH1wDzAt4aEd7g,"Coffee & Tea, Food",Philadelphia,,40.0067220453,-75.2127534892,Starbucks,19121,11.0,1.5,PA,0,1,2,,free,0.0
260,615 South St,GZwgmKNS01hEWKQaRTro_A,"Restaurants, Coffee & Tea, Food",Philadelphia,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",39.9420800965,-75.1529073994,The Bean Cafe,19147,93.0,3.5,PA,1,0,1,1,free,1.0
261,3118 Richmond St,Zj191m1XJiv7u_7jQZlBeg,"Coffee & Tea, Food",Philadelphia,,39.982199,-75.103423,Reanimator Coffee,19134,5.0,4.0,PA,,,,,,
262,946 N 2nd St,2ISww4-o249VMoy7zKsWBA,"Coffee & Tea, Ice Cream & Frozen Yogurt, Gelato, Sandwiches, Food, Desserts, Restaurants, Juice Bars & Smoothies, Soup",Philadelphia,"{'Monday': '13:0-23:0', 'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-23:30', 'Saturday': '12:0-23:30', 'Sunday': '12:0-23:30'}",39.9653868,-75.1406986,Just Cravings,19123,74.0,3.0,PA,1,1,1,1,free,1.0
263,2831 W Girard Ave,yJw38SIIn9EaQuSSdxRHUA,"Bakeries, Coffee & Tea, Food",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",39.974752,-75.1828869,High Point Cafe,19130,12.0,4.5,PA,1,1,1,0,free,1.0
264,4741 Princeton Ave,3eAGbHu2VFz8dVNC_dO5ow,"Food, Italian, Breakfast & Brunch, Cafes, Coffee & Tea, Salad, Desserts, Restaurants, Sandwiches",Philadelphia,"{'Tuesday': '16:0-22:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-13:0'}",40.0273628392,-75.0379283354,Lorenzo's Cafe Espresso Ristorante Italiano,19135,58.0,4.5,PA,0,0,2,1,free,1.0
265,3701 Chestnut St,yuO-Qy1QQVumIhO0ijvl3w,"Food, Do-It-Yourself Food, Coffee & Tea, Cafes, Restaurants",Philadelphia,"{'Monday': '8:0-21:30', 'Tuesday': '8:0-21:30', 'Wednesday': '8:0-21:30', 'Thursday': '8:0-21:30', 'Friday': '8:0-21:30', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",39.955066,-75.196776,Aroma Cafe,19104,10.0,4.0,PA,1,1,1,1,no,0.0
266,8000 Essington Ave,HxdaEwpoXKll0Ze4nhS0XA,"Desserts, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-18:0', 'Friday': '5:0-18:0', 'Saturday': '5:0-18:0', 'Sunday': '5:0-18:0'}",39.8759355,-75.2427455,Starbucks,19153,56.0,2.0,PA,0,1,2,1,free,0.0
267,518 S 4th St,Yuwn7udUEvLiOsTpJHQkQA,"Cafes, Restaurants, Coffee & Tea, Food",Philadelphia,"{'Monday': '6:30-18:30', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30', 'Saturday': '7:30-17:30', 'Sunday': '7:30-17:30'}",39.9420818001,-75.1491229981,Green Line Cafe,19147,6.0,2.5,PA,,,,,free,0.0
268,2100 South St,1cjR9b6qWme6ipVIffWlow,"Venues & Event Spaces, Food, Event Planning & Services, Restaurants, Coffee & Tea, Breakfast & Brunch, American (New)",Philadelphia,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",39.9450147098,-75.1771122734,Social House,19146,12.0,3.5,PA,1,1,,1,free,1.0
269,222 W Rittenhouse Sq,8VfQxXmbPdn8zvsVpYcBWA,"Food, Internet Cafes, French, Bakeries, Cafes, Coffee & Tea, Restaurants",Philadelphia,,39.949195,-75.173373,Cafe L'Aube,19103,54.0,4.0,PA,0,1,2,1,free,1.0
270,1190 Market St,6y3ieaio3N5I157dwA2IcQ,"Coffee & Tea, Restaurants, Sandwiches, Food, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.951762,-75.159783,Wawa,19107,19.0,2.0,PA,,,,1,free,1.0
271,2100 Spring St,ovui6FywmF-MCY8QnwoBLw,"Desserts, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-18:0'}",39.9582954,-75.1746246,Darling's Coffeehouse & Famous Cheesecakes,19103,69.0,4.0,PA,1,1,2,,free,1.0
272,2533 E Clearfield St,IbfjmW7svGRQs7zIBwx-EA,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Desserts",Philadelphia,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",39.9850721564,-75.106799081,Her Daughters Cafe,19134,22.0,4.5,PA,,,,1,free,
273,1810 N 13th St,4t3yeXmkrMaJruCWA0H8DA,"Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-16:0'}",39.980719982,-75.155526051,Saxbys Temple Fox,19122,6.0,4.0,PA,,,,,,
274,"2842 Saint Vincent St, Ste A4",m7DA8pzug_TcB3EBs1w_vg,"Bubble Tea, Food, Coffee & Tea, Juice Bars & Smoothies",Philadelphia,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",40.041618,-75.055023,Tbaar Philadelphia,19149,43.0,4.0,PA,0,1,1,1,free,1.0
275,1001 S 10th St,gRSMrEF92ZsC2MBlUr3iOA,"Food, Coffee & Tea, Cafes, Restaurants, Gluten-Free, Juice Bars & Smoothies",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-18:0'}",39.9378786,-75.1595348,Down Dog Healing Cafe,19147,30.0,4.5,PA,1,1,2,1,free,0.0
276,3701 Chestnut St,uizQiDP3fYaDvCxuwMaSew,"Desserts, Bubble Tea, Tea Rooms, Food, Coffee & Tea",Philadelphia,"{'Monday': '9:30-22:0', 'Tuesday': '9:30-22:0', 'Wednesday': '9:30-22:0', 'Thursday': '9:30-22:0', 'Friday': '9:30-22:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",39.9553704676,-75.1969019117,Carina Tea & Waffles,19104,74.0,3.5,PA,1,1,1,,free,1.0
277,1000 Pine St,PC0z5dgURsstoS0-APO4qA,"Bagels, Food, Bakeries, Desserts, Coffee & Tea, Patisserie/Cake Shop",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-14:0'}",39.9445919,-75.1583573,Jiggy Coffee,19107,26.0,5.0,PA,,,,1,,
278,764 S 9th St,C7tsqS3EHvh8TTbrDHGkYA,"Food, Event Planning & Services, Caterers, Internet Cafes, Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-15:0'}",39.9399549,-75.1578785,Cafe Bella Vista,19147,7.0,3.5,PA,,0,,1,free,1.0
279,1901 Vine St,NpWGrKnmm44CzpZ1Wi1bLQ,"Food, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0'}",39.9596055,-75.1710236,HOME Page Cafe,19103,8.0,4.5,PA,0,1,1,1,,1.0
280,1126 Walnut St,q1VOESxR99qJvpubnNxyJQ,"French, Coffee & Tea, Cafes, Food, Restaurants",Philadelphia,"{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '11:30-22:30'}",39.9487531332,-75.1600949582,Caribou Cafe,19107,341.0,3.0,PA,1,1,2,1,free,1.0
281,15 S 20th St,e4MoozYGqe_rb4_ZC1rYMQ,"Event Planning & Services, Venues & Event Spaces, Cupcakes, Coffee Roasteries, Italian, Food, Bakeries, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '8:0-14:0'}",39.952725,-75.1729016,Nook Bakery & Coffee Bar,19103,304.0,4.5,PA,0,1,1,1,free,1.0
282,1253 N Front St,JrG4NINLspXPNhSXg7Q07Q,"Coffee & Tea, Restaurants, Cafes, American (New), Cocktail Bars, Breakfast & Brunch, Vegan, Bars, Nightlife, Food, Juice Bars & Smoothies, Beer Gardens",Philadelphia,"{'Monday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-15:0'}",39.9702007,-75.1356343,Front Street Cafe,19122,716.0,4.0,PA,1,1,2,1,free,1.0
283,184 E Evergreen Ave,2PX8MOkN6cPG7-gte7IpIQ,"Breakfast & Brunch, Coffee & Tea, Food, Cafes, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '9:0-15:0', 'Sunday': '9:0-15:0'}",40.0769274956,-75.2064291547,Mimi’s Cafe & Market,19118,5.0,4.0,PA,1,1,,1,free,1.0
284,1201 Spruce St,HLrDflJTscXg3OuuU0SYkg,"Food, Coffee & Tea, Restaurants, Cafes",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",39.9467659,-75.1611269,YOLO,19107,21.0,2.0,PA,1,1,2,,no,1.0
285,2211 Stenton Ave,sg4zySgp0Al1WNk-JhTbHQ,"Food, Burgers, Coffee & Tea, Restaurants, Fast Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0558378767,-75.1578596234,McDonald's,19141,17.0,1.5,PA,0,1,1,1,free,1.0
286,1008 Race St,uIFRFef7l43YxA8G3dU6Tg,"Restaurants, Food, Bakeries, Coffee & Tea, Desserts",Philadelphia,"{'Monday': '7:0-20:30', 'Tuesday': '7:0-20:30', 'Wednesday': '7:0-20:30', 'Thursday': '7:0-20:30', 'Friday': '7:0-20:30', 'Saturday': '7:0-20:30', 'Sunday': '7:0-20:30'}",39.955259,-75.156314,Mayflower Bakery & Cafe,19107,125.0,4.5,PA,0,0,1,1,free,1.0
287,1802 Warnock St,LFOiOxKTB0oDELEJ0yjBhw,"American (Traditional), Restaurants, Coffee & Tea, Food, Bakeries",Philadelphia,"{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",39.9807091313,-75.1514035119,Saige Cafe,19122,74.0,3.0,PA,1,1,1,1,free,1.0
288,1500 John F Kennedy Blvd,Rn7nEFp5Vj-Wa6SdRONIFQ,"Restaurants, Food, Breakfast & Brunch, Juice Bars & Smoothies, Coffee & Tea, Cafes",Philadelphia,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",39.9531930549,-75.1669482379,Cafe URBA,19102,22.0,4.0,PA,1,,,,free,0.0
289,8229 Germantown Ave,GsppfYtMMxI86N9FuXzccw,"Cafes, Restaurants, Food, Coffee & Tea",Philadelphia,"{'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-17:0'}",40.073834,-75.20313,Poppy's Cafe,19118,18.0,4.5,PA,1,1,2,1,free,1.0
290,526 S 3rd St,XVoCYNFCAG8CrLYgYSIe1A,"Cafes, Bars, Nightlife, Food, Restaurants, Hookah Bars, Lounges, Coffee & Tea",Philadelphia,"{'Monday': '18:0-1:0', 'Tuesday': '18:0-1:0', 'Wednesday': '18:0-1:0', 'Thursday': '18:0-1:0', 'Friday': '18:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '18:0-1:0'}",39.9415358428,-75.1475872465,Hookah House,19147,15.0,3.5,PA,0,1,2,,free,1.0
291,"1001 Market St, Ste 1022",CHcpcv65XtaGuq4gogzpXQ,"Food, Coffee & Tea, Bubble Tea",Philadelphia,,39.952006,-75.157237,HITEA,19107,15.0,4.5,PA,0,1,1,,no,1.0
292,242-244 Market St,SjOD3i2vTmPhS4Ez4dUtpw,"Coffee & Tea, Food, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9498870607,-75.1454114914,7-Eleven,19106,11.0,1.5,PA,,1,1,1,,0.0
293,"5753 Wayne Ave, Ste 4",_lzdvo1_8RSiseYQOMozKw,"Coffee & Tea, Food, Donuts",Philadelphia,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-22:0', 'Saturday': '4:30-22:0', 'Sunday': '4:30-22:0'}",40.0330364,-75.1795268,Dunkin',19144,10.0,2.5,PA,1,1,1,1,free,0.0
294,1500 Spring Garden St,Ops2BTk03uTYdGRqB9haGg,"Food, Donuts, Coffee & Tea",Philadelphia,"{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",39.9623477,-75.1639321,Dunkin',19130,27.0,2.5,PA,0,1,1,1,free,1.0
295,7133 Germantown Ave,pSquMmdxtM5FFQYeNlcGAA,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0'}",40.059323,-75.1902,InFusion,19119,56.0,2.5,PA,1,1,2,1,free,1.0
296,263 S 10th St,Z0UWSWLszjuDn3bpdGVMbw,"Coffee & Tea, Food, Coffee Roasteries",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",39.9469577,-75.1577431,Quaker City Coffee,19107,83.0,4.0,PA,1,1,1,1,free,1.0
297,1025 Arch St,-tQ0lqgfY8i5avBVyUMYWw,"Bubble Tea, Food, Coffee & Tea, Juice Bars & Smoothies",Philadelphia,"{'Monday': '16:0-2:30', 'Tuesday': '16:0-2:30', 'Wednesday': '16:0-2:30', 'Thursday': '16:0-2:30', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-2:30'}",39.9540239,-75.157393,Chatime,19107,57.0,4.0,PA,0,1,1,1,free,1.0
298,101 N Broad St,Gk6EoDA3Bd9LDnYhJe1WKw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-19:0'}",39.9546753794,-75.1628004727,Starbucks,19107,5.0,3.0,PA,,,,,free,0.0
